assigned_by	bioentity	bioentity_label	reference	qualifier	annotation_class	annotation_class_label	evidence_type	evidence_with	bioentity_isoformpanther_family	date	annotation_extension_class	taxon
BHF-UCL	UniProtKB:P02647	APOA1	PMID:4335615		GO:1905920	positive regulation of CoA-transferase activity	IDA			20220217	UniProtKB:P04180|GO:0090205	NCBITaxon:9606
ARUK-UCL	UniProtKB:P60709	ACTB	PMID:18331289		GO:0022898	regulation of transmembrane transporter activity	IGI	UniProtKB:P37840		20180515	UniProtKB:P23975|CHEBI:33569	NCBITaxon:9606
UniProt	UniProtKB:O60729	CDC14B	PMID:18662541		GO:1904668	positive regulation of ubiquitin protein ligase activity	IMP			20100607		NCBITaxon:9606
BHF-UCL	UniProtKB:Q96PU5	NEDD4L	PMID:17289006		GO:1901016	regulation of potassium ion transmembrane transporter activity	IDA			20120801		NCBITaxon:9606
BHF-UCL	UniProtKB:Q96PU5	NEDD4L	PMID:21463633		GO:1901017	negative regulation of potassium ion transmembrane transporter activity	IDA			20130722	UniProtKB:Q12809	NCBITaxon:9606
BHF-UCL	UniProtKB:Q96PU5	NEDD4L	PMID:15217910		GO:2000650	negative regulation of sodium ion transmembrane transporter activity	IDA			20130722	UniProtKB:Q14524	NCBITaxon:9606
UniProt	UniProtKB:P56199	ITGA1	PMID:15592458		GO:0032516	positive regulation of phosphoprotein phosphatase activity	IDA			20130503		NCBITaxon:9606
UniProt	UniProtKB:Q96Q42	ALS2	PMID:16049005		GO:0043547	positive regulation of GTPase activity	IDA			20070823		NCBITaxon:9606
UniProt	UniProtKB:Q96Q42	ALS2	PMID:16049005		GO:0045860	positive regulation of protein kinase activity	IDA			20070823		NCBITaxon:9606
BHF-UCL	UniProtKB:Q5T2W1	PDZK1	PMID:15523054		GO:0032414	positive regulation of ion transmembrane transporter activity	IDA			20171110	UniProtKB:O76082	NCBITaxon:9606
BHF-UCL	UniProtKB:Q9NUX5	POT1	PMID:16030011		GO:0051096	positive regulation of helicase activity	IDA			20081205		NCBITaxon:9606
BHF-UCL	UniProtKB:Q9NUX5	POT1	PMID:15181449		GO:0051973	positive regulation of telomerase activity	IMP			20151109	UniProtKB:O14746	NCBITaxon:9606
BHF-UCL	UniProtKB:Q9NUX5	POT1	PMID:16043710		GO:0051973	positive regulation of telomerase activity	IDA			20081205		NCBITaxon:9606
BHF-UCL	UniProtKB:Q9NUX5	POT1	PMID:17237768		GO:0051973	positive regulation of telomerase activity	IDA			20081205		NCBITaxon:9606
BHF-UCL	UniProtKB:Q9NUX5	POT1	PMID:15632080		GO:0051974	negative regulation of telomerase activity	IDA			20081208		NCBITaxon:9606
BHF-UCL	UniProtKB:Q9NUX5	POT1	PMID:19734539		GO:1905774	regulation of DNA helicase activity	IDA			20170118	UniProtKB:P54132	NCBITaxon:9606
BHF-UCL	UniProtKB:Q9NUX5	POT1	PMID:19734539		GO:1905776	positive regulation of DNA helicase activity	IDA			20170118	UniProtKB:Q14191	NCBITaxon:9606
UniProt	UniProtKB:Q9NV92	NDFIP2	PMID:18776082		GO:0032410	negative regulation of transporter activity	IMP			20090720		NCBITaxon:9606
BHF-UCL	UniProtKB:O15013	ARHGEF10	PMID:16896804		GO:0090630	activation of GTPase activity	IDA			20150417		NCBITaxon:9606
BHF-UCL	UniProtKB:P12829	MYL4	PMID:9738905		GO:0032781	positive regulation of ATP-dependent activity	IMP			20080124		NCBITaxon:9606
UniProt	UniProtKB:P19525	EIF2AK2	PMID:15121867		GO:0051092	positive regulation of NF-kappaB transcription factor activity	IDA			20130417		NCBITaxon:9606
ComplexPortal	UniProtKB:Q9BRX5	GINS3	PMID:17170760		GO:1900264	positive regulation of DNA-directed DNA polymerase activity	IDA			20190830		NCBITaxon:9606
ComplexPortal	UniProtKB:Q9BRX5	GINS3	PMID:17170760		GO:1903934	positive regulation of DNA primase activity	IDA			20190830		NCBITaxon:9606
UniProt	UniProtKB:Q9BRU2	TCEAL7	PMID:19966855		GO:0032088	negative regulation of NF-kappaB transcription factor activity	IDA			20101220		NCBITaxon:9606
UniProt	UniProtKB:P78318	IGBP1	PMID:17438131		GO:0043154	negative regulation of cysteine-type endopeptidase activity involved in apoptotic process	IMP			20100517		NCBITaxon:9606
CAFA	UniProtKB:P14598	NCF1	PMID:26514923		GO:0045741	positive regulation of epidermal growth factor-activated receptor activity	IMP			20161214		NCBITaxon:9606
UniProt	UniProtKB:Q6ZW49	PAXIP1	PMID:11940591		GO:0043433	negative regulation of DNA-binding transcription factor activity	IMP			20190110		NCBITaxon:9606
UniProt	UniProtKB:Q9BXR6	CFHR5	PMID:23487775		GO:0032091	negative regulation of protein binding	IDA			20170614	UniProtKB:P01027|UniProtKB:P06909	NCBITaxon:9606
BHF-UCL	UniProtKB:P09874	PARP1	PMID:25749521		GO:0050790	regulation of catalytic activity	IDA			20161205	UniProtKB:Q9C0C2	NCBITaxon:9606
UniProt	UniProtKB:Q9BXL6	CARD14	PMID:21302310		GO:0051092	positive regulation of NF-kappaB transcription factor activity	IMP			20130517		NCBITaxon:9606
BHF-UCL	UniProtKB:Q6NT76	HMBOX1	PMID:23685356		GO:0051972	regulation of telomerase activity	IDA			20180815		NCBITaxon:9606
BHF-UCL	UniProtKB:Q6NT76	HMBOX1	PMID:23685356		GO:0051973	positive regulation of telomerase activity	IDA			20151110		NCBITaxon:9606
BHF-UCL	UniProtKB:Q6NT76	HMBOX1	PMID:23685356		GO:0051973	positive regulation of telomerase activity	IMP			20151110	GO:0007004	NCBITaxon:9606
UniProt	UniProtKB:Q5SW96	LDLRAP1	PMID:15166224		GO:0043393	regulation of protein binding	IMP			20050921		NCBITaxon:9606
ARUK-UCL	UniProtKB:Q5T7W0	ZNF618	PMID:27129234		GO:0035563	positive regulation of chromatin binding	IDA			20200828		NCBITaxon:9606
UniProt	UniProtKB:P61328	FGF12	PMID:27164707		GO:1905150	regulation of voltage-gated sodium channel activity	IMP			20160620		NCBITaxon:9606
ParkinsonsUK-UCL	UniProtKB:P68036	UBE2L3	PMID:12628165		GO:0051443	positive regulation of ubiquitin-protein transferase activity	IGI	UniProtKB:Q969H0		20140804	UniProtKB:O60260	NCBITaxon:9606
UniProt	UniProtKB:Q9UL19	PLAAT4	PMID:17762858		GO:0150074	positive regulation of protein-glutamine gamma-glutamyltransferase activity	IMP			20190423		NCBITaxon:9606
UniProt	UniProtKB:Q6ZVD7	STOX1	PMID:22253775		GO:1904031	positive regulation of cyclin-dependent protein kinase activity	IMP			20150327	UniProtKB:P06493	NCBITaxon:9606
UniProt	UniProtKB:Q6ZVD7	STOX1	PMID:22995177		GO:1904031	positive regulation of cyclin-dependent protein kinase activity	IMP			20150325	UniProtKB:P06493	NCBITaxon:9606
UniProt	UniProtKB:O15553	MEFV	PMID:19158676		GO:2001056	positive regulation of cysteine-type endopeptidase activity	IDA			20150423		NCBITaxon:9606
ARUK-UCL	UniProtKB:O15551	CLDN3	PMID:16103090		GO:1905050	positive regulation of metallopeptidase activity	IMP			20190912	CL:2000064|UniProtKB:P08253	NCBITaxon:9606
UniProt	UniProtKB:Q9NZV5	SELENON	PMID:18713863		GO:0060314	regulation of ryanodine-sensitive calcium-release channel activity	IMP			20160223		NCBITaxon:9606
ARUK-UCL	UniProtKB:Q13492	PICALM	PMID:26005850		GO:0043547	positive regulation of GTPase activity	IMP			20190523	CL:1001602|UniProtKB:P20339|CL:1001602|UniProtKB:Q15907	NCBITaxon:9606
Alzheimers_University_of_Toronto	UniProtKB:Q13492	PICALM	PMID:24577224		GO:1902959	regulation of aspartic-type endopeptidase activity involved in amyloid precursor protein catabolic process	IMP			20140508		NCBITaxon:9606
BHF-UCL	UniProtKB:O15530	PDPK1	PMID:9373175		GO:0006469	negative regulation of protein kinase activity	IDA			20140512	UniProtKB:P49841	NCBITaxon:9606
BHF-UCL	UniProtKB:O15530	PDPK1	PMID:22454520		GO:0010518	positive regulation of phospholipase activity	IMP			20140512	UniProtKB:P19174	NCBITaxon:9606
BHF-UCL	UniProtKB:O15530	PDPK1	PMID:9368760		GO:0032148	activation of protein kinase B activity	IDA			20140512	UniProtKB:P31749	NCBITaxon:9606
UniProt	UniProtKB:P04279	SEMG1	PMID:15563730		GO:1900005	positive regulation of serine-type endopeptidase activity	IMP			20210930	UniProtKB:P07288	NCBITaxon:9606
UniProt	UniProtKB:O15520	FGF10	PMID:12804770		GO:0032781	positive regulation of ATP-dependent activity	IDA			20091207		NCBITaxon:9606
UniProt	UniProtKB:Q13478	IL18R1	PMID:25500532		GO:0051092	positive regulation of NF-kappaB transcription factor activity	IDA			20180514		NCBITaxon:9606
UniProt	UniProtKB:P24723	PRKCH	PMID:21820409		GO:0051092	positive regulation of NF-kappaB transcription factor activity	IMP			20111208		NCBITaxon:9606
ARUK-UCL	UniProtKB:Q13464	ROCK1	PMID:27221467		GO:0010922	positive regulation of phosphatase activity	IMP			20210720	UniProtKB:P60484|CL:0002319	NCBITaxon:9606
UniProt	UniProtKB:Q13464	ROCK1	PMID:18573880		GO:0032091	negative regulation of protein binding	IDA			20150305	UniProtKB:P42858|UniProtKB:P07737|UniProtKB:P63261|UniProtKB:P07737	NCBITaxon:9606
UniProt	UniProtKB:Q13464	ROCK1	PMID:25816133		GO:0035509	negative regulation of myosin-light-chain-phosphatase activity	IGI	UniProtKB:O75116		20150806	CL:2000008|GO:1903140|GO:0007249	NCBITaxon:9606
UniProt	UniProtKB:Q13464	ROCK1	PMID:25816133		GO:0035509	negative regulation of myosin-light-chain-phosphatase activity	IMP			20150806	CL:2000008|GO:1903140|GO:0007249	NCBITaxon:9606
BHF-UCL	UniProtKB:P04049	RAF1	PMID:15385642		GO:0007190	activation of adenylate cyclase activity	IDA			20171206		NCBITaxon:9606
ComplexPortal	UniProtKB:Q13257	MAD2L1	PMID:11535616		GO:0051444	negative regulation of ubiquitin-protein transferase activity	IDA			20181204		NCBITaxon:9606
UniProt	UniProtKB:Q13257	MAD2L1	PMID:11459825		GO:1904667	negative regulation of ubiquitin protein ligase activity	IDA			20101215		NCBITaxon:9606
BHF-UCL	UniProtKB:Q13253	NOG	PMID:8752214		GO:0060302	negative regulation of cytokine activity	IDA			20150715		NCBITaxon:9606
BHF-UCL	UniProtKB:P19838	NFKB1	PMID:15243130		GO:0010956	negative regulation of calcidiol 1-monooxygenase activity	IDA			20090527		NCBITaxon:9606
MGI	UniProtKB:Q6ZSY5	PPP1R3F	PMID:21668450		GO:2000465	regulation of glycogen (starch) synthase activity	IDA			20120508		NCBITaxon:9606
BHF-UCL	UniProtKB:P04004	VTN	PMID:1695900		GO:0010951	negative regulation of endopeptidase activity	IDA			20100330		NCBITaxon:9606
BHF-UCL	UniProtKB:P04004	VTN	PMID:1695900		GO:0032092	positive regulation of protein binding	IDA			20100330		NCBITaxon:9606
UniProt	UniProtKB:Q6PI25	CNIH2	PMID:20805473		GO:2000311	regulation of AMPA receptor activity	IDA			20110405		NCBITaxon:9606
UniProt	UniProtKB:Q6ZT62	BARGIN	PMID:23223568		GO:0043547	positive regulation of GTPase activity	IMP			20170818		NCBITaxon:9606
UniProt	UniProtKB:Q9NXH3	PPP1R14D	PMID:12974676		GO:1905183	negative regulation of protein serine/threonine phosphatase activity	IDA			20180705	UniProtKB:P62139	NCBITaxon:9606
UniProt	UniProtKB:Q9NXH3	PPP1R14D	PMID:12974676		GO:1905184	positive regulation of protein serine/threonine phosphatase activity	IDA			20190910	UniProtKB:P67774	NCBITaxon:9606
UniProt	UniProtKB:Q9BUR4	WRAP53	PMID:19179534		GO:0051973	positive regulation of telomerase activity	IDA			20090326		NCBITaxon:9606
BHF-UCL	UniProtKB:Q9BUR4	WRAP53	PMID:23685356		GO:0051973	positive regulation of telomerase activity	IDA			20151110		NCBITaxon:9606
BHF-UCL	UniProtKB:Q9BUR4	WRAP53	PMID:23685356		GO:0051973	positive regulation of telomerase activity	IMP			20151110		NCBITaxon:9606
BHF-UCL	UniProtKB:Q9BUR4	WRAP53	PMID:25467444		GO:0051973	positive regulation of telomerase activity	IMP			20151211		NCBITaxon:9606
UniProt	UniProtKB:Q9BUR4	WRAP53	PMID:29804836		GO:0051973	positive regulation of telomerase activity	IDA			20180710		NCBITaxon:9606
UniProt	UniProtKB:P46108	CRK	PMID:11870224		GO:0043087	regulation of GTPase activity	IDA			20110816		NCBITaxon:9606
CAFA	UniProtKB:P46108	CRK	PMID:17515907		GO:0043393	regulation of protein binding	IMP			20161012		NCBITaxon:9606
ParkinsonsUK-UCL	UniProtKB:Q9BUN8	DERL1	PMID:24089527		GO:0032092	positive regulation of protein binding	IMP			20150415	UniProtKB:Q03135|UniProtKB:P35354	NCBITaxon:9606
UniProt	UniProtKB:Q02224	CENPE	PMID:12925705		GO:0045860	positive regulation of protein kinase activity	IMP			20090115		NCBITaxon:9606
UniProt	UniProtKB:P61088	UBE2N	PMID:14695475		GO:0051092	positive regulation of NF-kappaB transcription factor activity	IMP			20061120		NCBITaxon:9606
HGNC-UCL	UniProtKB:P61088	UBE2N	PMID:16129784		GO:0051092	positive regulation of NF-kappaB transcription factor activity	IMP			20060320		NCBITaxon:9606
HGNC-UCL	UniProtKB:P61088	UBE2N	PMID:17349954		GO:0051443	positive regulation of ubiquitin-protein transferase activity	IMP			20070426		NCBITaxon:9606
CAFA	UniProtKB:P55854	SUMO3	PMID:16626738		GO:0043392	negative regulation of DNA binding	IDA			20190910	UniProtKB:Q13569	NCBITaxon:9606
UniProt	UniProtKB:O60936	NOL3	PMID:15509781		GO:1990001	inhibition of cysteine-type endopeptidase activity involved in apoptotic process	IDA			20150113		NCBITaxon:9606
BHF-UCL	UniProtKB:O60934	NBN	PMID:15790808		GO:0033674	positive regulation of kinase activity	IDA			20091102		NCBITaxon:9606
BHF-UCL	UniProtKB:Q96RU8	TRIB1	PMID:15299019		GO:0006469	negative regulation of protein kinase activity	IMP			20080331		NCBITaxon:9606
UniProt	UniProtKB:Q96RU8	TRIB1	PMID:15299019		GO:0043405	regulation of MAP kinase activity	IDA			20051115		NCBITaxon:9606
BHF-UCL	UniProtKB:Q96RU8	TRIB1	PMID:15299019		GO:0043433	negative regulation of DNA-binding transcription factor activity	IMP			20080331		NCBITaxon:9606
BHF-UCL	UniProtKB:P14210	HGF	PMID:20655899		GO:0043154	negative regulation of cysteine-type endopeptidase activity involved in apoptotic process	IDA			20120821	UniProtKB:P42574	NCBITaxon:9606
BHF-UCL	UniProtKB:P09544	WNT2	PMID:10557084		GO:0051091	positive regulation of DNA-binding transcription factor activity	IDA			20100803		NCBITaxon:9606
UniProt	UniProtKB:Q96RT1	ERBIN	PMID:16203728		GO:0032088	negative regulation of NF-kappaB transcription factor activity	IMP			20151117	CL:0011108|GO:0032495	NCBITaxon:9606
BHF-UCL	UniProtKB:Q96S42	NODAL	PMID:15150278		GO:0043280	positive regulation of cysteine-type endopeptidase activity involved in apoptotic process	IDA			20120517	CL:0000351	NCBITaxon:9606
BHF-UCL	UniProtKB:Q96S42	NODAL	PMID:21116837		GO:0051091	positive regulation of DNA-binding transcription factor activity	IMP			20120521	UniProtKB:Q16665	NCBITaxon:9606
BHF-UCL	UniProtKB:P09525	ANXA4	PMID:20237821		GO:0032088	negative regulation of NF-kappaB transcription factor activity	IDA			20140519	GO:0006357	NCBITaxon:9606
UniProt	UniProtKB:O75159	SOCS5	PMID:15590694		GO:0007175	negative regulation of epidermal growth factor-activated receptor activity	IDA			20111012		NCBITaxon:9606
UniProt	UniProtKB:P10323	ACR	PMID:3880736		GO:0007190	activation of adenylate cyclase activity	IDA			20060711		NCBITaxon:9606
HGNC-UCL	UniProtKB:Q8NET5	NFAM1	PMID:12615919		GO:0051091	positive regulation of DNA-binding transcription factor activity	IDA			20050127		NCBITaxon:9606
UniProt	UniProtKB:Q8NF50	DOCK8	PMID:28028151		GO:0043547	positive regulation of GTPase activity	IDA			20170713		NCBITaxon:9606
ParkinsonsUK-UCL	UniProtKB:O75146	HIP1R	PMID:19255499		GO:0006919	activation of cysteine-type endopeptidase activity involved in apoptotic process	IDA			20160915	UniProtKB:P55211|UniProtKB:P42574	NCBITaxon:9606
ParkinsonsUK-UCL	UniProtKB:O75146	HIP1R	PMID:19255499		GO:0032092	positive regulation of protein binding	IDA			20160915	UniProtKB:Q9HD36|UniProtKB:P55211	NCBITaxon:9606
UniProt	UniProtKB:Q14865	ARID5B	PMID:21532585		GO:0051091	positive regulation of DNA-binding transcription factor activity	IDA			20110517		NCBITaxon:9606
UniProt	UniProtKB:O43283	MAP3K13	PMID:12492477		GO:0051092	positive regulation of NF-kappaB transcription factor activity	IDA			20050503		NCBITaxon:9606
BHF-UCL	UniProtKB:Q8NER5	ACVR1C	PMID:15150278		GO:0043280	positive regulation of cysteine-type endopeptidase activity involved in apoptotic process	IMP			20120517	CL:0000351	NCBITaxon:9606
UniProt	UniProtKB:O75116	ROCK2	PMID:25816133		GO:0035509	negative regulation of myosin-light-chain-phosphatase activity	IGI	UniProtKB:Q13464		20150806	CL:2000008|GO:1903140|GO:0007249	NCBITaxon:9606
UniProt	UniProtKB:O75116	ROCK2	PMID:25816133		GO:0035509	negative regulation of myosin-light-chain-phosphatase activity	IMP			20150806	CL:2000008|GO:1903140|GO:0007249	NCBITaxon:9606
ARUK-UCL	UniProtKB:O75116	ROCK2	PMID:24305806		GO:1902961	positive regulation of aspartic-type endopeptidase activity involved in amyloid precursor protein catabolic process	IMP			20180111	UniProtKB:P56817	NCBITaxon:9606
UniProt	UniProtKB:Q96BS2	TESC	PMID:18321853		GO:0032417	positive regulation of sodium:proton antiporter activity	IDA			20120627		NCBITaxon:9606
UniProt	UniProtKB:Q9Y4C2	TCAF1	PMID:25559186		GO:1901529	positive regulation of anion channel activity	IDA			20150122		NCBITaxon:9606
BHF-UCL	UniProtKB:P20585	MSH3	PMID:17715146		GO:0051096	positive regulation of helicase activity	IDA			20080917		NCBITaxon:9606
UniProt	UniProtKB:Q96FE7	PIK3IP1	PMID:17475214		GO:0043553	negative regulation of phosphatidylinositol 3-kinase activity	IDA			20120820		NCBITaxon:9606
UniProt	UniProtKB:Q96BN8	OTULIN	PMID:23746843		GO:0032088	negative regulation of NF-kappaB transcription factor activity	IDA			20130614		NCBITaxon:9606
UniProt	UniProtKB:Q96BN8	OTULIN	PMID:23806334		GO:0032088	negative regulation of NF-kappaB transcription factor activity	IMP			20130902		NCBITaxon:9606
UniProt	UniProtKB:Q96BN8	OTULIN	PMID:24726327		GO:0032088	negative regulation of NF-kappaB transcription factor activity	IDA			20160922		NCBITaxon:9606
UniProt	UniProtKB:Q96BN8	OTULIN	PMID:27523608		GO:0032088	negative regulation of NF-kappaB transcription factor activity	IMP			20160922		NCBITaxon:9606
UniProt	UniProtKB:Q96BN8	OTULIN	PMID:27559085		GO:0032088	negative regulation of NF-kappaB transcription factor activity	IDA			20160922		NCBITaxon:9606
UniProt	UniProtKB:Q96BN8	OTULIN	PMID:35170849		GO:0032088	negative regulation of NF-kappaB transcription factor activity	IMP			20221102		NCBITaxon:9606
UniProt	UniProtKB:Q96BN8	OTULIN	PMID:35587511		GO:0032088	negative regulation of NF-kappaB transcription factor activity	IMP			20221107		NCBITaxon:9606
UniProt	UniProtKB:P47736	RAP1GAP	PMID:18309292		GO:0043087	regulation of GTPase activity	IDA			20091119		NCBITaxon:9606
UniProt	UniProtKB:P47736	RAP1GAP	PMID:15141215		GO:0043547	positive regulation of GTPase activity	IDA			20131112		NCBITaxon:9606
UniProt	UniProtKB:Q9UDY8	MALT1	PMID:15125833		GO:0007250	activation of NF-kappaB-inducing kinase activity	IMP			20061121		NCBITaxon:9606
ARUK-UCL	UniProtKB:Q9UDY8	MALT1	PMID:22267217		GO:0043280	positive regulation of cysteine-type endopeptidase activity involved in apoptotic process	IMP			20190502	UniProtKB:Q14790|CL:0000451	NCBITaxon:9606
BHF-UCL	UniProtKB:Q9UDY8	MALT1	PMID:18223652		GO:0051092	positive regulation of NF-kappaB transcription factor activity	IMP			20110201		NCBITaxon:9606
BHF-UCL	UniProtKB:Q96BK5	PINX1	PMID:11701125		GO:0051974	negative regulation of telomerase activity	IDA			20170628	UniProtKB:O14746|GO:0032211	NCBITaxon:9606
BHF-UCL	UniProtKB:Q96BK5	PINX1	PMID:11701125		GO:0051974	negative regulation of telomerase activity	IMP			20170628	UniProtKB:O14746|GO:0032211	NCBITaxon:9606
BHF-UCL	UniProtKB:Q96BK5	PINX1	PMID:21119197		GO:0051974	negative regulation of telomerase activity	IMP			20151028	UniProtKB:O14746	NCBITaxon:9606
BHF-UCL	UniProtKB:Q96BK5	PINX1	PMID:19265708		GO:1904744	positive regulation of telomeric DNA binding	IDA			20151027	UniProtKB:P54274	NCBITaxon:9606
BHF-UCL	UniProtKB:Q96BK5	PINX1	PMID:24415760		GO:1904744	positive regulation of telomeric DNA binding	IDA			20151022	UniProtKB:P54274	NCBITaxon:9606
UniProt	UniProtKB:Q9Y6E7	SIRT4	PMID:25525879		GO:1904182	regulation of pyruvate dehydrogenase activity	IDA			20150526		NCBITaxon:9606
MGI	UniProtKB:Q96BJ3	AIDA	PMID:17681137		GO:0043508	negative regulation of JUN kinase activity	IDA			20110406		NCBITaxon:9606
UniProt	UniProtKB:P59103	DAOA	PMID:12364586		GO:0043085	positive regulation of catalytic activity	IDA			20120518	UniProtKB:P14920	NCBITaxon:9606
UniProt	UniProtKB:P59103	DAOA	PMID:21679769		GO:1900758	negative regulation of D-amino-acid oxidase activity	IDA			20120612	UniProtKB:P14920	NCBITaxon:9606
ARUK-UCL	UniProtKB:Q96BI3	APH1A	PMID:12297508		GO:0010950	positive regulation of endopeptidase activity	IMP			20201110	UniProtKB:P49768|UniProtKB:P49810	NCBITaxon:9606
ARUK-UCL	UniProtKB:Q96BI3	APH1A	PMID:12763021		GO:0010950	positive regulation of endopeptidase activity	IGI	UniProtKB:P05067|UniProtKB:P49768		20201110		NCBITaxon:9606
HGNC-UCL	UniProtKB:Q96BI3	APH1A	PMID:15274632		GO:0043085	positive regulation of catalytic activity	IDA			20041005		NCBITaxon:9606
UniProt	UniProtKB:Q96BH1	RNF25	PMID:12748188		GO:0051092	positive regulation of NF-kappaB transcription factor activity	IDA			20100609		NCBITaxon:9606
BHF-UCL	UniProtKB:Q9UI95	MAD2L2	PMID:19443654		GO:0043433	negative regulation of DNA-binding transcription factor activity	IDA			20121203		NCBITaxon:9606
UniProt	UniProtKB:Q9UI95	MAD2L2	PMID:11459826		GO:1904667	negative regulation of ubiquitin protein ligase activity	IDA			20101215		NCBITaxon:9606
BHF-UCL	UniProtKB:Q9UI95	MAD2L2	PMID:19443654		GO:2000678	negative regulation of transcription regulatory region DNA binding	IMP			20121203		NCBITaxon:9606
UniProt	UniProtKB:Q9Y3V2	RWDD3	PMID:23469069		GO:0032088	negative regulation of NF-kappaB transcription factor activity	IDA			20140704		NCBITaxon:9606
UniProt	UniProtKB:Q9HB75	PIDD1	PMID:17159900		GO:0006919	activation of cysteine-type endopeptidase activity involved in apoptotic process	IDA			20180921		NCBITaxon:9606
RGD	RGD:3908	Tsc2	PMID:14612383|RGD:1580517		GO:0043407	negative regulation of MAP kinase activity	IMP			20060808		NCBITaxon:10116
RGD	RGD:727816	Npm2	PMID:11481036|RGD:1600909		GO:0043085	positive regulation of catalytic activity	IDA			20070330		NCBITaxon:10116
UniProt	RGD:3953	Smr3b	PMID:12835417|RGD:8553855		GO:0010466	negative regulation of peptidase activity	IDA			20180119		NCBITaxon:10116
RGD	RGD:628890	Gja8	PMID:27871290|RGD:150429989		GO:1902551	regulation of catalase activity	IMP			20211109		NCBITaxon:10116
RGD	RGD:628890	Gja8	PMID:27871290|RGD:150429989		GO:1903282	regulation of glutathione peroxidase activity	IMP			20211109		NCBITaxon:10116
RGD	RGD:628878	Hspa4	PMID:11415446|RGD:4892111		GO:0032092	positive regulation of protein binding	IDA			20110204		NCBITaxon:10116
RGD	RGD:628878	Hspa4	PMID:17473852|RGD:5688754		GO:0043392	negative regulation of DNA binding	IMP			20120306		NCBITaxon:10116
RGD	RGD:628867	Pla2g6	PMID:12547829|RGD:6482757		GO:1901339	regulation of store-operated calcium channel activity	IMP			20120501		NCBITaxon:10116
RGD	RGD:628847	Mapk9	PMID:14522843|RGD:2304239		GO:0043280	positive regulation of cysteine-type endopeptidase activity involved in apoptotic process	IMP			20090311		NCBITaxon:10116
RGD	RGD:628844	Agap2	PMID:21847098|RGD:8553599		GO:0043552	positive regulation of phosphatidylinositol 3-kinase activity	IMP			20220610		NCBITaxon:10116
RGD	RGD:628843	Mfn2	PMID:27997345|RGD:12910740		GO:0035563	positive regulation of chromatin binding	IMP			20170623		NCBITaxon:10116
ARUK-UCL	RGD:628837	Actb	PMID:10683146|RGD:13601989		GO:0000079	regulation of cyclin-dependent protein serine/threonine kinase activity	IMP			20180514	UniProtKB:Q03114|GO:0031532	NCBITaxon:10116
ARUK-UCL	RGD:628837	Actb	PMID:18331289|RGD:13601986		GO:0022898	regulation of transmembrane transporter activity	IGI	UniProtKB:P37840		20180515	UniProtKB:F1LNR9|CHEBI:33569|CL:0000540|UBERON:0002148	NCBITaxon:10116
ARUK-UCL	RGD:628837	Actb	PMID:18331289|RGD:13601986		GO:0022898	regulation of transmembrane transporter activity	IMP			20180515	UniProtKB:F1LNR9|CHEBI:33569|CL:0000540|UBERON:0001870	NCBITaxon:10116
RGD	RGD:3399	Prkcz	PMID:16113073|RGD:1642674		GO:0031584	activation of phospholipase D activity	IMP			20071008		NCBITaxon:10116
RGD	RGD:3399	Prkcz	PMID:15007074|RGD:1642700		GO:0032148	activation of protein kinase B activity	IMP			20071010		NCBITaxon:10116
UniProt	RGD:3399	Prkcz	PMID:8557035|RGD:8554313		GO:0051092	positive regulation of NF-kappaB transcription factor activity	IMP			20111207		NCBITaxon:10116
RGD	RGD:3399	Prkcz	PMID:17346242|RGD:1642658		GO:0051346	negative regulation of hydrolase activity	IDA			20071008		NCBITaxon:10116
UniProt	RGD:628807	Cacng7	PMID:18817736|RGD:8554789		GO:2000311	regulation of AMPA receptor activity	IDA			20110407		NCBITaxon:10116
UniProt	RGD:628807	Cacng7	PMID:19234459|RGD:8554069		GO:2000311	regulation of AMPA receptor activity	IDA			20110407		NCBITaxon:10116
MGI	RGD:727786	Ppp2r5b	PMID:19029245|RGD:8553977		GO:0010469	regulation of signaling receptor activity	IMP			20101202		NCBITaxon:10116
MGI	RGD:727786	Ppp2r5b	PMID:19029245|RGD:8553977		GO:0051091	positive regulation of DNA-binding transcription factor activity	IDA			20101202		NCBITaxon:10116
RGD	RGD:621099	Ppp1r2	PMID:12270929|RGD:1299366		GO:0032091	negative regulation of protein binding	IDA			20090304		NCBITaxon:10116
RGD	RGD:3075	Mecp2	PMID:24636259|RGD:12789709		GO:0032091	negative regulation of protein binding	IMP			20170215		NCBITaxon:10116
ARUK-UCL	RGD:3044	Map2	PMID:28426968|RGD:13514087		GO:1904527	negative regulation of microtubule binding	IDA			20210816	UniProtKB:Q2PQA9	NCBITaxon:10116
RGD	RGD:62387	Pdx1	PMID:11181516|RGD:2311195		GO:0043388	positive regulation of DNA binding	IMP			20090629		NCBITaxon:10116
RGD	RGD:3032	Smad3	PMID:12096832|RGD:727387		GO:0010694	positive regulation of alkaline phosphatase activity	IDA			20080923		NCBITaxon:10116
RGD	RGD:3032	Smad3	PMID:11839804|RGD:2301029		GO:0097296	activation of cysteine-type endopeptidase activity involved in apoptotic signaling pathway	IMP			20080923		NCBITaxon:10116
RGD	RGD:3028	Marcks	PMID:16341931|RGD:9685306		GO:0031584	activation of phospholipase D activity	IDA			20141231		NCBITaxon:10116
RGD	RGD:3028	Marcks	PMID:16341931|RGD:9685306		GO:1900020	positive regulation of protein kinase C activity	IDA			20141231		NCBITaxon:10116
